Table,Variable,Frequency,Dimensions,Standard Name,Long Name,Comment,Modeling Realm,Units,Positive,Cell Methods,Cell Measures
Emon,conccn,mon,longitude latitude alevel time,number_concentration_of_ambient_aerosol_particles_in_air,Aerosol Number Concentration,"'Number concentration' means the number of particles or other specified objects per unit volume. 'Aerosol' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. 'Ambient_aerosol' means that the aerosol is measured or modelled at the ambient state of pressure, temperature and relative humidity that exists in its immediate environment. 'Ambient aerosol particles' are aerosol particles that have taken up ambient water through hygroscopic growth. The extent of hygroscopic growth depends on the relative humidity and the composition of the particles.",atmos,m-3,,area: time: mean,area: areacella
Emon,concdust,mon,longitude latitude alevel time,mass_concentration_of_dust_dry_aerosol_particles_in_air,Concentration of Dust,"Mass concentration means mass per unit volume and is used in the construction mass_concentration_of_X_in_Y, where X is a material constituent of Y. A chemical species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. 'Aerosol' means the system of suspended liquid or solid particles in air (except cloud droplets) and their carrier gas, the air itself. Aerosol particles take up ambient water (a process known as hygroscopic growth) depending on the relative humidity and the composition of the particles. 'Dry aerosol particles' means aerosol particles without any water uptake.",atmos,kg m-3,,area: time: mean,area: areacella
Emon,concnmcn,mon,longitude latitude alevel time,number_concentration_of_nucleation_mode_ambient_aerosol_particles_in_air,Number Concentration of Nucleation Mode Aerosol,includes all particles with diameter smaller than 3 nm,atmos,m-3,,area: time: mean,area: areacella
Emon,cropFracC3,mon,longitude latitude time typec3crop,area_fraction,Percentage Cover by C3 Crops,Percentage of entire grid cell covered by C3 crops,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Emon,cropFracC4,mon,longitude latitude time typec4crop,area_fraction,Percentage Cover by C4 Crops,Percentage of entire grid cell covered by C4 crops,land,%,,area: mean where land over all_area_types time: mean,area: areacella
Emon,depdust,mon,longitude latitude time,minus_tendency_of_atmosphere_mass_content_of_dust_dry_aerosol_particles_due_to_deposition,Total Deposition Rate of Dust,Fdry mass deposition rate of dust,aerosol,kg m-2 s-1,,area: time: mean,area: areacella
Emon,diabdrag,mon,longitude latitude plev19 time,tendency_of_eastward_wind_due_to_numerical_artefacts,Tendency of Eastward Wind from Numerical Artefacts,"Other sub-grid scale/numerical zonal drag excluding that already provided for the parameterized orographic and non-orographic gravity waves. This would be used to calculate the total 'diabatic drag'. Contributions to this additional drag such Rayleigh friction and diffusion that can be calculated from the monthly mean wind fields should not be included, but details (e.g. coefficients) of the friction and/or diffusion used in the model should be provided separately.",atmos,m s-2,,time: mean,area: areacella
Emon,dissi14c,mon,longitude latitude olevel time,mole_concentration_of_dissolved_inorganic_14C_in_sea_water,Dissolved Inorganic Carbon-14 Concentration,Dissolved inorganic carbon-14 (CO3+HCO3+H2CO3) concentration,ocnBgchem,mol m-3,,area: mean where sea time: mean,area: areacello volume: volcello
Emon,ec550aer,mon,longitude latitude alevel time lambda550nm,volume_extinction_coefficient_in_air_due_to_ambient_aerosol_particles,Aerosol Extinction Coefficient,Aerosol volume extinction coefficient at 550nm wavelength.,aerosol,m-1,,area: time: mean,area: areacella
Emon,evspsblpot,mon,longitude latitude time,water_potential_evaporation_flux,Potential Evapotranspiration,at surface; potential flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation),land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,exparag,mon,longitude latitude olevel time,sinking_mole_flux_of_aragonite_expressed_as_carbon_in_sea_water,Downward Flux of Aragonite,Downward flux of Aragonite,ocnBgchem,mol m-2 s-1,down,area: mean where sea time: mean,area: areacello volume: volcello
Emon,expcalc,mon,longitude latitude olevel time,sinking_mole_flux_of_calcite_expressed_as_carbon_in_sea_water,Downward Flux of Calcite,Downward flux of Calcite,ocnBgchem,mol m-2 s-1,down,area: mean where sea time: mean,area: areacello volume: volcello
Emon,expfe,mon,longitude latitude olevel time,sinking_mole_flux_of_particulate_iron_in_sea_water,Sinking Particulate Iron Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid.",ocnBgchem,mol m-2 s-1,down,area: mean where sea time: mean,area: areacello volume: volcello
Emon,expn,mon,longitude latitude olevel time,sinking_mole_flux_of_particulate_organic_nitrogen_in_sea_water,Sinking Particulate Organic Nitrogen Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid.",ocnBgchem,mol m-2 s-1,down,area: mean where sea time: mean,area: areacello volume: volcello
Emon,expp,mon,longitude latitude olevel time,sinking_mole_flux_of_particulate_organic_phosphorus_in_sea_water,Sinking Particulate Organic Phosphorus Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid.",ocnBgchem,mol m-2 s-1,down,area: mean where sea time: mean,area: areacello volume: volcello
Emon,expsi,mon,longitude latitude olevel time,sinking_mole_flux_of_particulate_silicon_in_sea_water,Sinking Particulate Silicon Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid.",ocnBgchem,mol m-2 s-1,down,area: mean where sea time: mean,area: areacello volume: volcello
Emon,fAnthDisturb,mon,longitude latitude time,tendency_of_atmosphere_mass_content_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_emission,"Carbon Mass Flux from Vegetation, Litter or Soil Pools into the Atmosphere Due to any Human Activity [kgC m-2 s-1]","Anthropogenic flux of carbon as carbon dioxide into the atmosphere. That is, emissions influenced, caused, or created by human activity. Anthropogenic emission of carbon dioxide includes fossil fuel use, cement production, agricultural burning and sources associated with anthropogenic land use change, except forest regrowth.",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fBNF,mon,longitude latitude time,tendency_of_soil_and_vegetation_mass_content_of_nitrogen_compounds_expressed_as_nitrogen_due_to_fixation,Biological Nitrogen Fixation,The fixation (uptake of nitrogen gas directly from the atmosphere) of nitrogen due to biological processes.,land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fCLandToOcean,mon,longitude latitude time,mass_flux_of_carbon_into_sea_water_from_rivers,Lateral Transfer of Carbon out of Grid Cell That Eventually Goes into Ocean,leached carbon etc that goes into run off or river routing and finds its way into ocean should be reported here.,land,kg m-2 s-1,,area: mean where land time: mean,area: areacellr
Emon,fDeforestToAtmos,mon,longitude latitude time,surface_net_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_anthropogenic_land_use_change,Deforested Biomass That Goes into Atmosphere as a Result of Anthropogenic Land-Use Change [kgC m-2 s-1],"When land use change results in deforestation of natural vegetation (trees or grasslands) then natural biomass is removed. The treatment of deforested biomass differs significantly across models, but it should be straight-forward to compare deforested biomass across models.",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fDeforestToProduct,mon,longitude latitude time,carbon_mass_flux_into_forestry_and_agricultural_products_due_to_anthropogenic_land_use_or_land_cover_change,Deforested Biomass That Goes into Product Pool as a Result of Anthropogenic Land-Use Change,"When land use change results in deforestation of natural vegetation (trees or grasslands) then natural biomass is removed. The treatment of deforested biomass differs significantly across models, but it should be straight-forward to compare deforested biomass across models.",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fFireAll,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_fires,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Fire Including All Sources [kgC m-2 s-1],"From all sources,  Including natural, anthropogenic and Land-use change. Only total fire emissions can be compared to observations.",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fFireNat,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_natural_fires,Carbon Mass Flux into Atmosphere Due to CO2 Emission from Natural Fire [kgC m-2 s-1],CO2 emissions from natural fires,land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fHarvestToAtmos,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_crop_harvesting,Harvested Biomass That Goes Straight into Atmosphere as Carbon Mass Flux [kgC m-2 s-1],any harvested carbon that is assumed to decompose immediately into the atmosphere is reported here,land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Emon,fHarvestToProduct,mon,longitude latitude time,mass_flux_of_carbon_into_forestry_and_agricultural_products_due_to_crop_harvesting,Harvested Biomass That Goes into Product Pool,"be it food or wood harvest, any carbon that is subsequently stored is reported here",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fLitterFire,mon,longitude latitude time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_litter_in_fires,"Carbon Mass Flux from Litter, CWD or any non-Living Pool into Atmosphere Due to CO2 Emission from All Fire [kgC m-2 s-1]","Required for unambiguous separation of vegetation and soil + litter turnover times, since total fire flux draws from both sources",land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
Emon,fLuc,mon,longitude latitude time,surface_net_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_anthropogenic_land_use_change,Net Carbon Mass Flux into Atmosphere Due to Land-Use Change [kgC m-2 s-1],"Carbon mass flux per unit area into atmosphere due to human changes to land (excluding forest regrowth) accounting possibly for different time-scales related to fate of the wood, for example.",land,kg m-2 s-1,up,area: mean where land time: mean,area: areacella
Emon,fLulccAtmLut,mon,longitude latitude landUse time,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_anthropogenic_land_use_or_land_cover_change_excluding_forestry_and_agricultural_products,Carbon Transferred Directly to Atmosphere Due to any Land-Use or Land-Cover Change Activities [kgC m-2 s-1],"This annual mean flux refers to the transfer of carbon directly to the atmosphere due to any land-use or land-cover change activities.  Include carbon transferred due to deforestation or agricultural directly into atmosphere, and  emissions form anthropogenic pools into atmosphere",land,kg m-2 s-1,up,area: time: mean where sector,area: areacella
Emon,fLulccProductLut,mon,longitude latitude landUse time,carbon_mass_flux_into_forestry_and_agricultural_products_due_to_anthropogenic_land_use_or_land_cover_change,Carbon Harvested Due to Land-Use or Land-Cover Change Process That Enters Anthropogenic Product Pools on Tile,"This annual mean flux refers to the transfer of carbon primarily through harvesting land use into anthropogenic product pools, e.g.,deforestation or wood harvesting from primary or secondary lands, food harvesting on croplands, harvesting (grazing) by animals on pastures.",land,kg m-2 s-1,,area: time: mean where sector,area: areacella
Emon,fLulccResidueLut,mon,longitude latitude landUse time,carbon_mass_flux_into_litter_and_soil_due_to_anthropogenic_land_use_or_land_cover_change,Carbon Transferred to Soil or Litter Pools Due to Land-Use or Land-Cover Change Processes on Tile,This annual mean flux refers to the transfer of carbon into soil or litter pools due to any land use or land-cover change activities,land,kg m-2 s-1,,area: time: mean where sector,area: areacella
